61,Nebraska,481.12,0.39,0.99,0.37,Blueberries,0.7
62,California,802.64,0.5,0.21,0.2,Pork - Ham Hocks - Smoked,0.81
63,Ohio,397.43,0.36,0.59,0.08,Bread - Onion Focaccia,0.35
64,Florida,777.78,0.55,0.44,0.54,Burger Veggie,0.51
65,Iowa,238.2,0.42,0.07,0.65,Spinach - Baby,0.62
66,Maryland,276.41,0.87,0.35,0.93,Wine - Toasted Head,0.67
67,Florida,614.28,0.91,0.31,0.21,Oven Mitts - 15 Inch,0.03
68,District of Columbia,762.82,0.53,0.78,0.39,"Water - Mineral, Carbonated",0.86
69,Kentucky,916.23,0.03,0.93,0.2,Puree - Pear,0.22
70,Delaware,493.41,0.55,0.68,0.8,"Juice - Orange, Concentrate",0.62
71,South Dakota,126.54,0.46,0.47,0.71,Bar - Granola Trail Mix Fruit Nut,0.9
72,Florida,574.55,0.49,0.08,0.85,Longos - Chicken Curried,0.87
73,North Carolina,830.27,0.24,0.38,0.83,Wine - Stoneliegh Sauvignon,0.55
74,Arizona,826.82,0.67,0.54,0.2,Wine - Duboeuf Beaujolais,0.51
75,Texas,719.29,0.4,0.77,0.14,Truffle - Peelings,0.8
76,Ohio,853.31,0.37,0.59,0.55,"Soup - Beef, Base Mix",0.32
77,Missouri,162.9,0.57,0.92,0.76,Curry Paste - Green Masala,0.27
78,North Carolina,744.7,0.48,0.39,0.96,Salt - Seasoned,0.85
79,Ohio,673.97,0.13,0.67,0.82,Truffle Cups - White Paper,0.6
80,Missouri,460.89,0.95,0.92,0.56,Mince Meat - Filling,0.76
81,District of Columbia,690.26,0.13,0.52,0.46,"Yogurt - Cherry, 175 Gr",0.19
82,Michigan,923.88,0.79,0.32,0.86,"Marsala - Sperone, Fine, D.o.c.",0.45
83,Florida,109.56,0.65,0.36,0.0,"Pasta - Penne Primavera, Single",0.82
84,New York,782.5,0.93,0.64,0.95,"Salt - Rock, Course",0.89
85,Illinois,722.8,0.56,0.8,0.77,Veal - Nuckle,0.01
86,Virginia,486.98,0.01,0.39,0.92,Sausage - Blood Pudding,0.3
87,Ohio,531.51,0.9,0.52,0.42,"Shrimp - 16/20, Iqf, Shell On",0.73
88,Texas,354.05,0.94,0.69,0.08,Strawberries - California,0.7
89,Texas,440.5,0.4,0.64,0.63,Puree - Pear,0.49
90,District of Columbia,328.36,0.18,0.4,0.51,Beer - Steamwhistle,0.16
91,Tennessee,288.6,0.25,0.24,0.17,Gherkin,0.36
92,Oregon,405.59,0.85,0.34,0.96,Cake - Cheese Cake 9 Inch,0.92
93,District of Columbia,792.48,0.69,0.24,0.26,Wine - Malbec Trapiche Reserve,0.52
94,Virginia,611.46,0.87,0.89,0.33,"Crab - Claws, 26 - 30",0.12
95,Louisiana,944.97,0.42,0.02,0.71,"Soup - Beef, Base Mix",0.03
96,Texas,973.04,0.58,0.46,0.6,Bread - Raisin,0.26
97,Wisconsin,579.16,0.79,0.53,0.23,Tomato - Peeled Italian Canned,0.07
98,Utah,633.02,0.65,0.57,0.54,Calvados - Boulard,0.2
99,Oklahoma,644.43,0.21,0.12,0.4,Pasta - Cheese / Spinach Bauletti,0.68
100,Iowa,784.76,0.09,0.45,0.51,Flour - Bread,0.54
101,Texas,454.01,0.97,0.45,0.8,Table Cloth 62x114 Colour,0.77
102,Kentucky,560.22,0.02,0.37,0.79,Beer - Maudite,0.43
103,Texas,265.4,0.06,0.32,0.62,"Chocolate - Pistoles, Lactee, Milk",0.05
104,Hawaii,769.92,0.24,0.9,0.67,Wine - Cava Aria Estate Brut,0.46
105,West Virginia,315.99,0.19,0.39,0.16,Foil - Round Foil,0.1
106,Kansas,381.7,0.04,0.85,0.31,Cheese - Swiss Sliced,0.76
107,Rhode Island,738.76,0.88,0.64,0.75,Cup Translucent 9 Oz,0.62
108,Massachusetts,785.82,0.67,0.35,0.24,"Soup - Campbells, Butternut",0.58
109,Florida,274.33,0.87,0.21,0.32,"Crab - Claws, 26 - 30",0.33
110,Pennsylvania,674.17,0.86,0.4,0.99,Fork - Plastic,0.99
111,Arizona,356.74,0.66,0.95,0.56,Glove - Cutting,0.92
112,Ohio,744.17,0.94,0.82,0.7,Sping Loaded Cup Dispenser,0.73
113,Ohio,322.35,0.25,0.32,0.8,Chinese Foods - Thick Noodles,0.64
114,West Virginia,723.94,0.48,0.06,0.53,Mudslide,0.6
115,Idaho,827.37,0.38,0.65,0.55,Tomatoes - Yellow Hot House,0.17
116,Missouri,427.39,0.25,0.48,0.87,Jerusalem Artichoke,0.89
117,California,200.68,0.67,0.11,0.86,Pike - Frozen Fillet,0.1
118,Indiana,682.37,0.97,0.44,0.25,"Basil - Dry, Rubbed",0.86
119,Indiana,260.18,0.18,0.07,0.21,Coffee - Dark Roast,0.91
120,Alabama,139.4,0.03,0.91,0.42,Pie Filling - Pumpkin,0.98
121,Tennessee,793.81,0.12,0.75,0.44,Magnotta Bel Paese Red,0.98
122,Ohio,228.89,0.85,0.45,0.9,Latex Rubber Gloves Size 9,0.54
123,Nebraska,725.82,0.58,0.28,0.94,Pepper - Cayenne,0.48
124,North Carolina,714.18,0.07,0.23,0.28,"Chicken - Wings, Tip Off",0.44
125,Hawaii,363.99,0.28,0.25,0.65,Beer - Original Organic Lager,0.02
126,New York,504.04,0.45,0.66,0.26,Tea - Honey Green Tea,0.3
127,Florida,645.58,0.19,0.69,0.52,Pastry - Raisin Muffin - Mini,0.8
128,Louisiana,682.23,0.99,0.84,0.43,"Mushroom - Porcini, Dry",0.35
129,Georgia,831.79,0.88,0.02,0.91,Iced Tea Concentrate,0.58
130,California,382.15,0.76,0.67,0.14,Apple - Royal Gala,0.27
131,Colorado,773.99,0.56,0.68,0.6,Mushroom Morel Fresh,0.37
132,Florida,963.57,0.84,0.77,0.25,Food Colouring - Green,0.38
133,Missouri,900.51,0.77,0.35,0.98,Mcguinness - Blue Curacao,0.79
134,California,226.23,0.17,0.11,0.78,The Pop Shoppe - Root Beer,0.68
135,Washington,624.45,0.09,0.0,0.61,Lotus Leaves,0.89
136,Ohio,964.54,0.94,0.5,0.77,Lumpfish Black,0.1
137,North Dakota,953.0,0.25,0.38,0.92,Grapes - Red,0.27
138,Washington,264.92,0.43,0.11,0.26,Honey - Liquid,0.4
139,Ohio,559.77,0.02,0.49,0.07,Bread - White Epi Baguette,0.67
140,Colorado,873.73,0.91,0.12,0.55,Tart - Pecan Butter Squares,0.07
141,Kentucky,382.06,0.38,0.39,0.91,Dried Cherries,0.65
142,Kentucky,288.1,0.47,0.27,0.49,Salt - Celery,0.46
143,Alabama,477.99,0.72,0.94,0.99,Soup - Campbells - Chicken Noodle,0.11
144,Florida,586.12,0.51,0.62,0.69,"Lentils - Red, Dry",0.77
145,Kentucky,510.31,0.78,0.37,0.22,Truffle Cups - Brown,0.82
146,Indiana,681.98,0.56,0.73,0.88,"Bread - Pullman, Sliced",0.2
147,Texas,772.13,0.61,0.04,0.56,Truffle Cups - White Paper,0.32
148,Minnesota,327.97,0.6,0.57,0.45,Tumeric,0.65
149,Illinois,727.38,0.25,0.78,0.13,Onions - White,0.21
150,Arizona,610.48,0.75,0.81,0.83,"Wine - White, Riesling, Henry Of",0.39
151,New York,771.23,0.62,0.98,0.09,Dragon Fruit,0.01
152,California,779.53,0.95,0.72,0.53,Lid - 16 Oz And 32 Oz,0.05
153,Minnesota,625.43,0.19,0.29,0.71,Beef Cheek Fresh,0.09
154,Illinois,561.76,0.28,0.28,0.48,Dr. Pepper - 355ml,0.35
155,Delaware,860.89,0.35,0.58,0.34,Beef - Rib Eye Aaa,0.48
156,Texas,460.44,0.92,0.19,0.98,Table Cloth 54x54 Colour,0.43
157,Hawaii,682.92,0.84,0.06,0.28,Wine - Magnotta - Cab Sauv,0.37
158,Tennessee,344.21,0.62,0.25,0.92,"Fish - Scallops, Cold Smoked",0.13
159,Iowa,117.48,0.19,0.57,0.21,Rosemary - Fresh,0.74
160,Idaho,549.32,0.74,0.84,0.77,Cookies Almond Hazelnut,0.7
161,Alabama,654.34,0.25,0.3,0.27,Mahi Mahi,0.71
162,Texas,304.54,0.1,0.08,0.17,"Cheese - Woolwich Goat, Log",0.96
163,Florida,156.43,0.95,0.15,0.02,Melon - Cantaloupe,0.5
164,Iowa,239.23,0.55,0.65,0.5,Lettuce - Arugula,0.42
165,North Carolina,620.6,0.59,0.44,0.66,Wine - Baron De Rothschild,0.69
166,Massachusetts,359.75,0.95,0.57,0.82,"Nut - Cashews, Whole, Raw",0.9
167,Texas,415.02,0.24,0.84,0.09,Ice Cream - Chocolate,0.72
168,Virginia,120.29,0.27,0.77,0.05,Ginger - Fresh,0.68
169,California,542.43,0.09,0.06,0.29,Turkey Leg With Drum And Thigh,0.94
170,Texas,451.7,0.12,0.47,0.42,"Asparagus - White, Canned",0.75
171,California,690.23,0.94,0.75,0.18,"Water - Mineral, Natural",0.32
172,Pennsylvania,463.87,0.02,0.41,0.39,The Pop Shoppe - Lime Rickey,0.56
173,California,327.57,0.45,0.88,0.87,Yogurt - Plain,0.97
174,Texas,738.52,0.12,0.42,0.98,Sole - Iqf,0.55
175,Georgia,725.43,0.9,0.73,0.89,Veal - Knuckle,0.94
176,Illinois,233.29,0.98,0.18,0.7,"Doilies - 8, Paper",0.46
177,Georgia,267.59,0.34,0.36,0.3,Spinach - Spinach Leaf,0.41
178,Iowa,173.42,0.64,0.27,0.19,Wine - Riesling Alsace Ac 2001,0.18
179,Florida,192.9,0.36,0.51,0.99,Bagelers - Cinn / Brown Sugar,0.73
180,Kentucky,902.55,0.79,0.77,0.62,Danishes - Mini Cheese,0.9
181,Texas,163.7,0.03,0.59,0.41,"Pasta - Bauletti, Chicken White",0.34
182,California,598.59,0.39,0.9,0.86,"Coffee - Colombian, Portioned",0.49
183,Louisiana,292.01,0.89,0.51,0.83,Truffle - Peelings,0.9
184,Arizona,208.43,0.09,0.13,0.42,Flour Dark Rye,0.52
185,Michigan,959.68,0.61,0.25,0.7,Tomato - Tricolor Cherry,0.38
186,Virginia,807.46,0.03,0.16,0.99,Bouq All Italian - Primerba,0.51
187,Washington,762.52,0.66,0.52,0.49,"Onions - Dried, Chopped",0.08
188,Kentucky,813.48,0.55,0.9,0.79,Skirt - 29 Foot,0.28
189,Arizona,559.41,0.55,0.42,0.21,Wine - Ruffino Chianti Classico,0.34
190,Florida,238.15,0.89,0.82,0.41,Longos - Grilled Salmon With Bbq,0.81
191,Louisiana,165.88,0.26,0.77,0.21,"Beef - Outside, Round",0.4
192,Texas,622.68,0.82,0.6,0.64,Pasta - Fusili Tri - Coloured,0.58
193,Colorado,734.68,0.66,0.19,0.91,French Kiss Vanilla,0.62
194,New Mexico,492.7,0.12,0.4,0.13,Pasta - Ravioli,0.28
195,New York,365.63,0.95,0.26,0.7,"Juice - Cranberry, 341 Ml",0.89
196,District of Columbia,187.67,0.65,0.3,0.82,Bandage - Fexible 1x3,0.03
197,Utah,723.22,0.29,0.78,0.98,Pate - Cognac,0.88
198,Arizona,404.34,0.18,0.88,0.41,Crackers - Trio,0.5
199,Utah,645.44,0.96,0.77,0.14,Liquid Aminios Acid - Braggs,0.98
200,Texas,614.09,0.94,0.31,0.35,Tomato Puree,0.81
201,New York,806.72,0.41,0.62,0.88,"Olives - Black, Pitted",0.61
202,Virginia,820.47,0.89,0.9,1.0,Coffee - Frthy Coffee Crisp,0.34
203,California,227.4,0.4,0.51,0.91,"Crab - Blue, Frozen",0.67
204,Ohio,926.04,0.42,0.48,0.6,Cheese - Pied De Vents,0.84
205,New Jersey,148.92,0.68,0.14,0.3,Appetizer - Seafood Assortment,0.26
206,Illinois,208.79,0.27,0.29,0.07,Island Oasis - Pina Colada,0.46
207,Michigan,110.22,0.69,0.69,0.88,Danishes - Mini Raspberry,0.16
208,Indiana,613.28,0.14,0.79,0.55,Island Oasis - Cappucino Mix,0.69
209,California,701.49,0.47,0.52,0.17,Muskox - French Rack,0.87
210,Pennsylvania,572.85,0.63,0.68,0.55,Tea - Jasmin Green,0.1
211,Ohio,151.9,0.27,0.47,0.48,Garlic - Elephant,0.95
212,California,991.47,0.19,0.24,0.87,"Soup - Campbells, Butternut",0.01
213,New Mexico,961.26,0.74,0.1,0.25,Bar Mix - Lemon,0.27
214,New York,210.6,0.16,0.54,0.24,Buttons,0.03
215,Oklahoma,204.91,0.15,0.96,0.57,Ginger - Fresh,0.75
216,California,746.59,0.42,0.28,0.89,Carroway Seed,0.06
217,New York,585.63,0.73,0.71,0.68,Table Cloth 81x81 Colour,0.32
218,Pennsylvania,256.46,0.74,0.24,0.96,Turkey - Oven Roast Breast,0.24
219,Wisconsin,957.86,0.7,0.97,0.51,Egg Patty Fried,0.48
220,Florida,410.47,0.37,0.98,0.51,Carbonated Water - Blackberry,0.88
221,Texas,430.96,0.96,0.34,0.1,Cheese - Cottage Cheese,0.67
222,Texas,252.66,0.66,0.69,0.64,Chutney Sauce,0.92
223,Massachusetts,630.18,0.45,0.14,0.86,Towels - Paper / Kraft,0.66
224,Ohio,522.92,0.18,0.32,0.57,Nantucket Orange Juice,0.78
225,Georgia,608.5,0.02,0.0,0.15,Chambord Royal,0.85
226,Minnesota,291.82,0.72,0.38,0.51,Appetizer - Escargot Puff,0.81
227,California,840.78,0.21,0.81,0.69,Bowl 12 Oz - Showcase 92012,0.73
228,Maryland,486.74,0.63,0.21,0.57,Lettuce - Curly Endive,0.52
229,California,658.08,0.48,0.61,0.13,Coconut - Whole,0.55
230,Texas,779.99,0.57,0.94,0.57,"Turkey - Breast, Bone - In",0.11
231,Colorado,351.33,0.12,0.22,0.11,Appetizer - Southwestern,0.78
232,Oklahoma,965.99,0.7,0.19,0.74,Napkin White,0.4
233,Texas,473.39,0.44,0.65,0.96,Cheese - Camembert,0.02
234,Michigan,347.84,0.44,0.97,0.05,Vinegar - Cider,0.58
235,New York,280.91,0.12,0.6,0.58,Brandy - Bar,0.19
236,Michigan,667.15,0.12,0.46,0.28,Broom - Push,0.39
237,Ohio,999.98,0.61,0.37,0.95,Sour Puss - Tangerine,0.01
238,Minnesota,793.08,0.13,0.8,0.96,Cookie Dough - Peanut Butter,0.59
239,Virginia,153.79,0.37,0.32,0.31,"Pasta - Lasagne, Fresh",0.87
240,California,663.24,0.94,0.6,0.86,Sauce - Demi Glace,0.39
241,New York,240.71,0.1,0.68,0.11,Ginsing - Fresh,0.33
242,Arizona,182.06,0.84,0.06,0.91,Sachet,0.02
243,Florida,319.41,0.72,0.95,0.26,Puree - Strawberry,0.49
244,Florida,903.29,0.42,0.29,0.24,Pork - Smoked Kassler,0.88
245,Texas,708.54,0.99,0.35,0.81,Tequila - Sauza Silver,0.69
246,District of Columbia,629.13,0.33,0.85,0.21,Ham - Cooked Bayonne Tinned,0.35
247,Illinois,495.4,0.29,0.6,0.6,Longos - Greek Salad,0.45
248,Oklahoma,880.74,0.91,0.2,0.77,Muffin Batt - Choc Chk,0.33
249,Kentucky,449.37,0.34,0.32,0.59,Dragon Fruit,0.1
250,Indiana,904.6,0.84,0.97,0.06,Wine - Domaine Boyar Royal,0.71
251,Virginia,319.63,0.84,0.03,0.44,"Pork - Sausage, Medium",0.95
252,Georgia,869.11,0.6,0.07,0.61,"Vodka - Hot, Lnferno",0.36
253,Connecticut,749.95,0.5,0.51,0.64,Thyme - Dried,0.32
254,Colorado,872.9,0.61,0.71,0.33,"Chilli Paste, Ginger Garlic",0.83
255,Wisconsin,340.96,0.63,0.06,0.6,"Pasta - Bauletti, Chicken White",0.28
256,Georgia,694.52,0.76,0.9,0.83,Tart - Butter Plain Squares,0.03
257,West Virginia,768.3,0.99,0.68,0.61,Wine - Toasted Head,0.63
258,Tennessee,179.55,0.89,0.66,0.49,Appetizer - Mushroom Tart,0.55
259,District of Columbia,144.45,0.17,0.25,0.25,Tofu - Soft,0.9
260,Louisiana,682.87,0.23,0.05,0.6,Lid - 0090 Clear,0.32
261,Ohio,680.37,0.09,0.18,0.82,"Plate - Foam, Bread And Butter",0.1
262,Texas,563.55,0.21,0.85,0.19,Pepper - Pablano,0.17
263,Massachusetts,413.42,0.08,0.4,0.06,"Bread - Roll, Whole Wheat",0.12
264,Colorado,125.9,0.91,0.32,0.05,Appetizer - Asian Shrimp Roll,0.55
265,New York,676.64,0.74,0.04,0.07,Croissants Thaw And Serve,0.1
266,Texas,599.72,0.17,0.99,0.08,Lime Cordial - Roses,0.78
267,Texas,578.69,0.51,0.76,0.23,Pancetta,0.65
268,Louisiana,402.32,0.74,0.23,0.22,"Pork - Bacon,back Peameal",0.44
269,Massachusetts,909.21,0.29,0.89,0.14,Ostrich - Fan Fillet,0.31
270,New Jersey,686.09,0.48,0.68,0.27,"Fish - Atlantic Salmon, Cold",0.25
271,Virginia,916.99,0.96,0.55,0.78,Container - Hngd Cll Blk 7x7x3,0.93
272,Florida,269.17,0.98,0.99,0.56,Lettuce - Romaine,0.73
273,Florida,179.44,0.15,0.41,0.66,Pike - Frozen Fillet,0.53
274,Alaska,139.38,0.72,0.75,0.4,Bouq All Italian - Primerba,0.54
275,Washington,940.54,0.03,0.81,0.92,Wine - Sauvignon Blanc,0.38
276,Alabama,357.29,0.85,0.71,0.32,Carbonated Water - Blackcherry,0.29
277,Louisiana,906.82,0.28,0.07,0.35,Lemon Pepper,0.61
278,North Carolina,312.04,0.04,0.74,0.89,Plasticforkblack,0.47
279,Florida,357.87,0.39,0.95,0.97,Miso - Soy Bean Paste,0.19
280,New York,797.92,0.42,0.77,0.88,Veal - Liver,0.47
281,California,957.41,0.33,0.8,0.62,Pate Pans Yellow,0.41
282,Pennsylvania,407.21,0.4,0.23,0.29,Bread - Italian Roll With Herbs,0.91
283,Florida,864.09,0.19,0.35,0.6,Soup - Campbells Asian Noodle,0.79
284,Missouri,780.62,0.63,0.3,0.23,"Lentils - Red, Dry",0.95
285,Florida,159.46,0.59,0.15,0.31,"Beans - Fava, Canned",0.19
286,Utah,803.28,0.26,0.77,0.08,Cauliflower,0.13
287,Virginia,991.96,0.77,0.98,0.33,Cheese - Ricotta,0.27
288,West Virginia,747.34,0.55,0.88,0.96,Wine - Chardonnay Mondavi,0.5
289,Alabama,891.6,0.44,0.81,0.09,Arctic Char - Fillets,0.77
290,California,277.5,0.99,0.31,0.03,Plastic Arrow Stir Stick,0.96
291,Texas,722.38,0.51,0.66,0.27,Chips Potato Swt Chilli Sour,0.42
292,District of Columbia,465.68,0.58,0.7,0.77,"Beef - Kindney, Whole",0.43
293,Ohio,788.75,0.36,0.42,0.37,"Tarragon - Primerba, Paste",0.32
294,Texas,535.76,0.57,0.99,0.75,Magnotta - Bel Paese White,0.33
295,Ohio,438.9,0.44,0.06,0.52,Table Cloth 81x81 White,0.13
296,Texas,979.65,0.54,0.14,0.08,Chinese Foods - Chicken Wing,0.48
297,District of Columbia,158.52,0.75,0.08,0.73,Tuna - Fresh,0.32
298,California,717.48,0.56,0.28,0.85,Puree - Pear,0.59
299,Colorado,809.97,0.87,0.33,0.71,Cucumber - Pickling Ontario,0.13
300,Georgia,788.08,0.39,0.55,0.01,Durian Fruit,0.28
301,Texas,100.42,0.97,0.35,0.94,"Chicken - Leg, Boneless",0.38
302,Delaware,455.64,0.05,0.47,0.65,Mushroom - Chanterelle Frozen,0.61
303,Arizona,703.28,0.5,0.11,0.23,Bonito Flakes - Toku Katsuo,0.44
304,Indiana,754.03,0.56,0.25,0.36,Peas Snow,0.46
305,Kentucky,481.74,0.42,0.74,0.82,Bagelers - Cinn / Brown,0.34
306,New York,262.27,0.92,0.33,0.88,Coffee Cup 8oz 5338cd,0.06
307,Tennessee,295.96,0.54,0.71,0.05,Bread - Sour Batard,0.44
308,Alabama,637.66,0.73,0.46,0.01,Salmon - Canned,0.04
309,New Jersey,755.68,0.63,0.68,0.27,Table Cloth 54x54 Colour,0.22
310,Missouri,464.12,0.89,0.8,0.46,Cookies - Englishbay Oatmeal,0.28
311,Louisiana,910.99,0.54,0.12,0.64,Bandage - Finger Cots,0.1
312,New York,399.13,0.85,0.33,0.41,"Beans - Long, Chinese",0.24
313,West Virginia,227.57,0.88,0.27,0.36,Paper Towel Touchless,0.17
314,California,712.3,0.63,0.84,0.83,"Soup - Campbells, Creamy",0.73
315,Florida,458.32,0.06,0.86,0.51,"Water, Tap",0.35
316,California,854.93,0.0,0.74,0.63,Table Cloth 120 Round White,0.41
317,Texas,290.03,0.36,0.07,0.12,Scallops - In Shell,0.45
318,Washington,871.93,0.79,0.38,0.56,Pasta - Fusili Tri - Coloured,0.22
319,Kentucky,292.88,0.89,0.06,0.49,"Doilies - 12, Paper",0.14
320,Texas,608.1,0.48,0.26,0.4,Foil Cont Round,0.16
321,Indiana,133.42,0.23,0.54,0.06,Energy Drink - Franks Pineapple,0.71
322,Georgia,403.11,0.54,0.86,0.32,Pastry - Chocolate Chip Muffin,0.11
323,Ohio,466.97,0.89,0.52,0.8,Tarragon - Fresh,0.46
324,Georgia,126.4,0.7,0.13,0.84,"Wine - White, Schroder And Schyl",0.18
325,Alabama,621.88,0.47,0.56,0.68,"Yogurt - Peach, 175 Gr",0.6
326,South Dakota,691.66,0.96,0.82,0.24,Jerusalem Artichoke,0.26
327,Texas,572.16,0.55,0.47,0.21,Horseradish - Prepared,0.23
328,Florida,850.79,0.3,0.87,0.24,"Carrots - Mini, Stem On",0.39
329,California,199.47,0.94,0.06,0.4,Lamb Leg - Bone - In Nz,0.27
330,Kentucky,350.91,0.04,0.11,0.36,Strawberries,0.84
331,Florida,433.88,0.01,0.71,0.04,Truffle Cups - Red,0.73
332,Texas,423.78,0.03,0.82,0.45,Peppercorns - Green,0.67
333,Louisiana,712.96,0.61,0.42,0.12,Wine - Vidal Icewine Magnotta,0.37
334,Missouri,381.1,0.67,0.9,0.38,"Veal - Insides, Grains",0.04
335,Florida,697.86,0.08,0.03,0.51,Table Cloth 54x72 Colour,0.91
336,California,421.97,0.81,0.24,0.82,"Radish - Black, Winter, Organic",0.21
337,California,531.67,0.32,0.24,0.77,Flavouring - Rum,0.4
338,Missouri,530.5,0.9,0.71,0.95,Cranberry Foccacia,0.69
339,New Jersey,129.02,0.05,0.79,0.41,Smoked Paprika,0.98
340,Pennsylvania,889.34,0.47,0.11,0.89,Wine - Coteaux Du Tricastin Ac,0.4
341,Georgia,282.15,0.66,0.48,0.2,Pastry - Cherry Danish - Mini,0.76
342,New York,645.76,0.54,0.58,0.25,Oxtail - Cut,0.17
343,New Jersey,227.57,0.03,0.57,0.39,Bread - Multigrain Oval,0.89
344,Alaska,526.72,0.03,0.3,0.69,Ice Cream Bar - Drumstick,0.35
345,Pennsylvania,290.57,0.75,0.31,0.33,Chocolate Eclairs,0.16
346,Illinois,353.19,0.86,0.1,0.51,"Beans - Kidney, Red Dry",0.46
347,Oklahoma,370.36,0.31,0.48,0.47,Bread - Raisin Walnut Pull,0.37
348,Alabama,441.53,0.9,0.19,0.72,Creme De Banane - Marie,0.58
