150,Texas,160,1,0,1,Bar - Sweet And Salty Chocolate,1
151,Ohio,339,1,0,1,Breadfruit,0
152,California,775,0,0,0,Crab Brie In Phyllo,0
153,California,321,1,1,1,Paper Towel Touchless,1
154,Utah,155,0,1,0,Coffee - Irish Cream,1
155,Texas,947,0,0,0,"Ecolab - Orange Frc, Cleaner",1
156,Massachusetts,326,1,0,1,Flounder - Fresh,1
157,Texas,705,0,0,1,Spinach - Baby,0
158,Iowa,583,1,0,1,Shrimp - 150 - 250,1
159,California,972,0,0,0,"Liners - Banana, Paper",0
160,California,659,1,0,0,Longos - Grilled Chicken With,0
161,North Dakota,554,0,0,1,Pepper - Roasted Red,0
162,Ohio,981,1,0,1,Ecolab Crystal Fusion,1
163,Colorado,586,1,1,0,Whmis Spray Bottle Graduated,1
164,Florida,226,0,1,1,Juice Peach Nectar,1
165,Virginia,297,1,1,1,Bread - French Baquette,0
166,Texas,148,1,0,0,"Cheese - Mozzarella, Buffalo",0
167,California,241,1,1,0,Chocolate - Dark Callets,0
168,Florida,855,0,1,1,Chips Potato All Dressed - 43g,1
169,Missouri,669,1,0,1,Cleaner - Comet,0
170,Massachusetts,645,0,1,0,"Tortillas - Flour, 12",0
171,Texas,122,1,1,1,"Lentils - Red, Dry",1
172,Virginia,712,0,1,0,Beans - Green,1
173,Kansas,337,1,1,1,Cheese - Mix,0
174,Arizona,676,1,1,1,"Salt - Rock, Course",0
175,Pennsylvania,303,1,0,1,Barramundi,0
176,New York,271,1,0,1,Beer - Mill St Organic,1
177,District of Columbia,390,1,1,1,Pickle - Dill,1
178,Florida,512,0,1,1,Sausage - Chorizo,0
179,Georgia,671,0,0,1,"Lamb - Leg, Diced",1
180,Arizona,196,0,1,1,"Lamb - Leg, Boneless",0
181,California,240,1,0,0,Jicama,0
182,Arizona,186,0,0,1,Lid Coffeecup 12oz D9542b,0
183,Indiana,949,0,0,1,Beans - French,0
184,Georgia,844,0,0,0,Flour - Fast / Rapid,1
185,California,943,0,1,1,"Nut - Walnut, Chopped",0
186,Indiana,183,0,1,0,Tea - English Breakfast,0
187,California,519,1,1,0,Soup - Campbells Bean Medley,1
188,Delaware,643,1,0,0,Oil - Sesame,0
189,California,485,1,0,1,Juice - V8 Splash,1
190,New Jersey,441,0,0,0,Parsnip,1
191,Texas,924,1,1,0,French Pastries,0
192,Massachusetts,332,0,0,1,Apple - Custard,0
193,Nevada,438,1,0,1,"Wine - Magnotta, Merlot Sr Vqa",0
194,Wisconsin,706,0,1,1,"Wine - Red, Wolf Blass, Yellow",1
195,Missouri,503,0,0,1,"Bread - Bagels, Plain",1
196,Oklahoma,386,0,1,1,Bread - Sour Sticks With Onion,1
197,Pennsylvania,521,0,0,0,"Mushroom - Enoki, Dry",1
198,California,886,0,0,1,Durian Fruit,1
199,Texas,460,0,0,1,"Cheese - Romano, Grated",0
200,Illinois,808,1,1,0,"Cheese - Woolwich Goat, Log",1
